ID,Date,Temperature(C),Humidity(%),WindSpeed(km/h),Rain(mm),TrafficVolume(vehicles/hour),NO2(µg/m3),SO2(µg/m3),CO(mg/m3),PM2.5(µg/m3),PM10(µg/m3),Season,Region,AQI_PM2.5,AQI_PM10,AQI_NO2,AQI_SO2,AQI_CO,AQI Value,AQI Category,Country,lat,lng
4989,2036-08-28,31.0,62.3,15.5,4.5,1905.0,16.8,11.9,1.16,64.4,80.6,Spring,Rural,155.6,63.7,15.8,17.0,13.2,155.6,Unhealthy,Belgium,51.0,4.0
4990,2036-08-29,42.0,81.2,18.9,3.0,4992.0,32.4,9.7,1.3,72.3,123.5,Summer,Urban,159.7,84.9,30.6,13.9,14.8,159.7,Unhealthy,Poland,52.2298,21.0118
4991,2036-08-30,19.5,51.6,11.8,0.2,3980.0,29.0,19.0,1.28,46.2,74.2,Fall,Rural,127.3,60.5,27.4,27.1,14.5,127.3,Unhealthy for Sensitive Groups,Spain,37.5,-4.5
4992,2036-08-31,33.4,57.3,18.2,1.2,850.0,37.2,19.7,1.43,56.6,103.1,Winter,Urban,151.6,74.8,35.1,28.1,16.2,151.6,Unhealthy,Finland,60.1695,24.9355
4993,2036-09-01,29.4,70.8,15.04141700404858,0.9,2057.0,17.2,15.1,1.18,47.9,92.2,Spring,Rural,131.5,69.4,16.2,21.6,13.4,131.5,Unhealthy for Sensitive Groups,Portugal,38.5,-8.0
4994,2036-09-02,32.8,59.8,15.04141700404858,3.3,3542.0,41.9,12.0,1.06,76.7,68.7,Summer,Rural,161.9,57.8,39.5,17.1,12.0,161.9,Unhealthy,Bulgaria,42.5,23.0
4995,2036-09-03,26.7,56.7,15.1,2.0,3336.0,49.1,5.5,0.82,79.2,81.3,Spring,Urban,163.2,64.0,46.3,7.9,9.3,163.2,Unhealthy,Belgium,50.8505,4.3488
4996,2036-09-04,29.8,65.7,11.8,0.1,4128.0,38.8,21.1,0.75,89.4,109.0,Spring,Urban,168.5,77.7,36.6,30.1,8.5,168.5,Unhealthy,United Kingdom,51.5074,-0.1278
4997,2036-09-05,33.6,62.7,23.3,4.3,2541.0,45.0,19.3,1.26,65.3,82.1,Summer,Rural,156.1,64.4,42.5,27.6,14.3,156.1,Unhealthy,North Macedonia,41.8,21.2
4998,2036-09-06,45.6,70.3,14.4,5.4,610.0,34.9,12.8,0.97,88.0,86.6,Winter,Urban,167.8,66.6,32.9,18.3,11.0,167.8,Unhealthy,Denmark,55.6759,12.5655
4999,2036-09-07,34.0,72.9,10.4,1.5,2764.911133603239,24.5,15.3,0.59,49.6,107.5,Summer,Rural,135.7,77.0,23.1,21.9,6.7,135.7,Unhealthy for Sensitive Groups,Germany,48.8,11.5
5000,2036-09-08,25.8,63.1,11.4,2.2,2265.0,40.0,13.9,0.37,63.2,118.3,Fall,Urban,155.0,82.3,37.7,19.9,4.2,155.0,Unhealthy,Italy,41.8919,12.5113
5001,2036-09-09,27.9,62.9,15.6,1.0,1701.0,46.8,23.1,1.64,44.1,113.2,Summer,Rural,122.2,79.8,44.2,33.0,18.6,122.2,Unhealthy for Sensitive Groups,Hungary,47.2,18.8
5002,2036-09-10,27.7,62.1,18.8,1.2,3478.0,26.8,9.8,0.7,68.6,99.1,Spring,Rural,157.8,72.8,25.3,14.0,8.0,157.8,Unhealthy,Denmark,55.5,12.0
5003,2036-09-11,21.0,64.9,8.3,3.0,2972.0,35.3,11.9,0.79,64.3,104.4,Winter,Rural,155.5,75.5,33.3,17.0,9.0,155.5,Unhealthy,Romania,46.5,24.5
5004,2036-09-12,28.3,60.6,24.2,2.7,2875.0,37.5,11.4,1.37,23.2,102.4,Summer,Rural,74.3,74.5,35.4,16.3,15.6,74.5,Moderate,Czech Republic,49.8,14.2
5005,2036-09-13,33.7,60.0,16.5,1.0,510.0,68.5,16.6,0.64,76.6,79.3,Fall,Rural,161.9,63.0,66.4,23.7,7.3,161.9,Unhealthy,Portugal,38.5,-8.0
5006,2036-09-14,23.6,72.0,17.3,1.5,2801.0,42.2,15.3,1.16,72.8,105.6,Winter,Rural,159.9,76.0,39.8,21.9,13.2,159.9,Unhealthy,Serbia,44.5,20.2
5007,2036-09-15,35.2,75.2,14.5,1.1,2089.0,20.9,16.0,1.55,51.7,79.1,Spring,Rural,140.9,62.9,19.7,22.9,17.6,140.9,Unhealthy for Sensitive Groups,Bosnia and Herzegovina,44.0,17.9
5008,2036-09-16,32.4,44.9,15.1,1.4,2001.0,18.5,10.6,1.63,64.2,112.3,Summer,Rural,155.5,79.4,17.5,15.1,18.5,155.5,Unhealthy,Poland,52.0,20.5
5009,2036-09-17,26.3,60.1,14.3,2.8,628.0,47.3,22.4,0.87,37.6,102.7,Winter,Urban,106.2,74.6,44.6,32.0,9.9,106.2,Unhealthy for Sensitive Groups,Czech Republic,50.088,14.4208
5010,2036-09-18,29.3,53.1,20.1,1.9,4103.0,64.9,12.7,1.0,48.4,56.7,Winter,Rural,132.8,51.8,62.6,18.1,11.4,132.8,Unhealthy for Sensitive Groups,Belgium,51.0,4.0
5011,2036-09-19,38.0,56.9,15.0,1.9,4695.0,37.2,20.9,0.88,85.0,119.6,Spring,Urban,166.2,83.0,35.1,29.9,10.0,166.2,Unhealthy,Denmark,55.6759,12.5655
5012,2036-09-20,33.7,64.0,18.8,2.7,789.0,36.6,30.7,0.99,42.7,89.6,Winter,Urban,118.7,68.1,34.5,43.9,11.2,118.7,Unhealthy for Sensitive Groups,Portugal,38.7167,-9.1399
5013,2036-09-21,30.0,66.7,12.8,0.9,2176.0,44.3,10.6,1.39,60.1,87.9,Winter,Urban,153.4,67.3,41.8,15.1,15.8,153.4,Unhealthy,Romania,44.4323,26.1063
5014,2036-09-22,28.8,58.9,15.04141700404858,1.0,2344.0,32.0,16.7,0.58,39.1,119.1,Fall,Urban,109.9,82.7,30.2,23.9,6.6,109.9,Unhealthy for Sensitive Groups,Portugal,38.7167,-9.1399
5015,2036-09-23,30.4,40.9,11.0,1.1,4135.0,14.6,14.3,1.19,65.1,96.7,Winter,Rural,156.0,71.6,13.8,20.4,13.5,156.0,Unhealthy,Finland,61.0,24.0
5016,2036-09-24,27.4,50.3,21.1,1.0,3193.0,50.4,25.2,0.94,68.4,111.9,Summer,Rural,157.7,79.2,47.5,36.0,10.7,157.7,Unhealthy,Czech Republic,49.8,14.2
5017,2036-09-25,19.5,69.0,10.8,2.0,2327.0,33.9,13.6,1.41,70.9,86.9,Fall,Urban,159.0,66.8,32.0,19.4,16.0,159.0,Unhealthy,Denmark,55.6759,12.5655
5018,2036-09-26,40.2,32.6,13.4,2.3,1870.0,50.5,16.2,1.39,67.0,116.1,Fall,Urban,156.9,81.2,47.6,23.1,15.8,156.9,Unhealthy,Czech Republic,50.088,14.4208
5019,2036-09-27,30.8,71.9,13.4,2.2,4322.0,32.4,16.1,0.88,81.4,103.9,Summer,Rural,164.4,75.2,30.6,23.0,10.0,164.4,Unhealthy,Romania,46.5,24.5
5020,2036-09-28,32.0,65.2,13.2,3.3,682.0,41.2,14.5,0.97,51.7,108.1,Fall,Urban,140.9,77.3,38.9,20.7,11.0,140.9,Unhealthy for Sensitive Groups,Spain,40.4165,-3.7026
5021,2036-09-29,29.7,73.2,18.6,1.4,850.0,48.5,18.8,1.27,44.1,96.4,Spring,Rural,122.2,71.5,45.8,26.9,14.4,122.2,Unhealthy for Sensitive Groups,Hungary,47.2,18.8
5022,2036-09-30,26.3,58.0,13.4,5.9,4086.0,50.7,15.5,1.29,51.2,132.6,Spring,Rural,139.7,89.4,47.8,22.1,14.7,139.7,Unhealthy for Sensitive Groups,Denmark,55.5,12.0
5023,2036-10-01,29.1,39.4,22.0,0.4,1901.0,42.3,17.4,0.26,39.8,137.4,Summer,Urban,111.6,91.8,39.9,24.9,3.0,111.6,Unhealthy for Sensitive Groups,Romania,44.4323,26.1063
5024,2036-10-02,22.0,64.3,10.9,0.3,3255.0,41.8,16.1,1.27,61.2,55.9,Winter,Urban,153.9,51.4,39.4,23.0,14.4,153.9,Unhealthy,Belgium,50.8505,4.3488
5025,2036-10-03,41.4,72.7,15.8,1.6,3349.0,46.2,12.0,1.49,57.9,118.5,Fall,Rural,152.2,82.4,43.6,17.1,16.9,152.2,Unhealthy,Poland,52.0,20.5
5026,2036-10-04,23.8,69.2,11.1,2.8,4935.0,44.6,13.7,1.08,67.2,78.4,Summer,Rural,157.0,62.6,42.1,19.6,12.3,157.0,Unhealthy,Germany,48.8,11.5
5027,2036-10-05,24.8,53.4,17.1,1.9,3712.0,27.1,17.8,1.29,35.8,110.2,Fall,Rural,101.7,78.3,25.6,25.4,14.7,101.7,Unhealthy for Sensitive Groups,Spain,37.5,-4.5
5028,2036-10-06,27.8,60.9,14.9,0.3,4706.0,27.3,17.8,1.38,59.8,64.4,Spring,Rural,153.2,55.7,25.8,25.4,15.7,153.2,Unhealthy,France,49.2,0.5
5029,2036-10-07,36.4,54.7,15.04141700404858,3.2,4467.0,18.9,21.2,1.07,78.2,108.1,Spring,Rural,162.7,77.3,17.8,30.3,12.2,162.7,Unhealthy,North Macedonia,41.8,21.2
5030,2036-10-08,30.1,51.8,20.9,0.1,4427.0,47.7,24.3,1.24,68.6,83.3,Summer,Rural,157.8,65.0,45.0,34.7,14.1,157.8,Unhealthy,Hungary,47.2,18.8
5031,2036-10-09,23.8,69.6,11.7,4.7,3929.0,36.0,12.4,1.0,31.6,90.8,Fall,Urban,92.0,68.7,34.0,17.7,11.4,92.0,Moderate,North Macedonia,41.9965,21.4314
5032,2036-10-10,36.3,48.0,17.9,1.1,3988.0,48.2,15.7,0.98,59.8,91.4,Spring,Rural,153.2,69.0,45.5,22.4,11.1,153.2,Unhealthy,Germany,48.8,11.5
5033,2036-10-11,33.7,51.1,11.2,0.2,2395.0,44.0,14.0,0.8,49.0,85.3,Fall,Rural,134.2,66.0,41.5,20.0,9.1,134.2,Unhealthy for Sensitive Groups,Romania,46.5,24.5
5034,2036-10-12,32.7,49.0,15.6,3.2,3408.0,30.0,9.5,1.05,60.2,85.9,Spring,Rural,153.4,66.3,28.3,13.6,11.9,153.4,Unhealthy,Bosnia and Herzegovina,44.0,17.9
5035,2036-10-13,33.6,45.1,9.0,5.2,1911.0,38.8,17.8,1.57,54.3,92.0,Spring,Urban,147.3,69.3,36.6,25.4,17.8,147.3,Unhealthy for Sensitive Groups,Poland,52.2298,21.0118
5036,2036-10-14,42.0,61.5,11.7,2.8,3882.0,35.5,18.9,0.73,86.1,96.9,Spring,Rural,166.8,71.7,33.5,27.0,8.3,166.8,Unhealthy,Denmark,55.5,12.0
5037,2036-10-15,40.9,71.6,14.6,4.5,2443.0,33.9,9.6,1.19,61.3,106.5,Spring,Urban,154.0,76.5,32.0,13.7,13.5,154.0,Unhealthy,Romania,44.4323,26.1063
5038,2036-10-16,26.6,58.2,24.1,5.4,4499.0,49.2,13.1,1.1,64.8,137.2,Winter,Rural,155.8,91.7,46.4,18.7,12.5,155.8,Unhealthy,Bulgaria,42.5,23.0
5039,2036-10-17,38.1,44.9,15.5,0.2,3618.0,65.1,12.6,1.44,59.3,81.1,Summer,Urban,153.0,63.9,62.8,18.0,16.4,153.0,Unhealthy,Bulgaria,42.6975,23.3242
5040,2036-10-18,31.9,68.4,23.3,3.9,1155.0,51.2,7.5,1.5,67.1,102.5,Fall,Urban,157.0,74.5,48.3,10.7,17.0,157.0,Unhealthy,Bosnia and Herzegovina,43.8486,18.3564
5041,2036-10-19,32.5,76.9,16.1,1.0,849.0,39.7,14.8,0.72,56.7,115.5,Spring,Urban,151.6,80.9,37.5,21.1,8.2,151.6,Unhealthy,Sweden,59.3293,18.0686
5042,2036-10-20,21.5,53.5,13.1,2.8,4498.0,52.6,9.3,0.83,71.6,85.8,Spring,Rural,159.3,66.2,49.6,13.3,9.4,159.3,Unhealthy,Serbia,44.5,20.2
5043,2036-10-21,29.1,55.2,22.7,1.9,1643.0,57.1,15.8,0.84,54.1,54.9,Spring,Rural,146.8,,54.3,22.6,9.5,146.8,Unhealthy for Sensitive Groups,United Kingdom,54.0,-1.5
5044,2036-10-22,25.9,65.2,17.2,4.5,897.0,26.1,16.3,0.85,80.6,61.8,Summer,Urban,164.0,54.4,24.6,23.3,9.7,164.0,Unhealthy,Denmark,55.6759,12.5655
5045,2036-10-23,34.1,76.2,11.8,4.3,1145.0,52.2,17.0,0.88,67.4,55.6,Fall,Urban,157.1,51.3,49.2,24.3,10.0,157.1,Unhealthy,Poland,52.2298,21.0118
5046,2036-10-24,35.4,54.8,17.4,3.1,4632.0,47.7,17.2,1.1,57.7,130.8,Summer,Urban,152.1,88.5,45.0,24.6,12.5,152.1,Unhealthy,France,48.8534,2.3488
5047,2036-10-25,19.6,46.7,13.5,2.6,2734.0,51.9,22.7,0.74,72.6,112.3,Summer,Rural,159.8,79.4,49.0,32.4,8.4,159.8,Unhealthy,Portugal,38.5,-8.0
5048,2036-10-26,29.9,66.3,5.1,3.0,3272.0,48.1,11.0,0.79,67.4,115.1,Spring,Urban,157.1,80.7,45.4,15.7,9.0,157.1,Unhealthy,United Kingdom,51.5074,-0.1278
5049,2036-10-27,35.6,68.0,19.7,2.1,1983.0,37.7,11.2,0.76,72.4,119.6,Fall,Urban,159.7,83.0,35.6,16.0,8.6,159.7,Unhealthy,Denmark,55.6759,12.5655
5050,2036-10-28,29.1,60.1,20.5,1.9,2734.0,60.3,18.3,1.15,61.3,88.5,Spring,Rural,154.0,67.6,57.7,26.1,13.1,154.0,Unhealthy,Serbia,44.5,20.2
5051,2036-10-29,33.6,54.4,24.2,4.9,2483.0,43.4,14.3,0.98,56.4,146.1,Summer,Rural,151.5,96.1,40.9,20.4,11.1,151.5,Unhealthy,Netherlands,53.1,5.5
5052,2036-10-30,31.8,69.9,15.04141700404858,5.1,2462.0,35.7,20.6,0.93,62.0,106.7,Winter,Rural,154.4,76.6,33.7,29.4,10.6,154.4,Unhealthy,Poland,52.0,20.5
5053,2036-10-31,31.7,65.3,13.8,1.7,1309.0,45.1,17.8,0.75,52.5,98.5,Winter,Rural,142.9,72.5,42.5,25.4,8.5,142.9,Unhealthy for Sensitive Groups,Denmark,55.5,12.0
5054,2036-11-01,28.6,52.3,19.2,2.5,3696.0,49.7,24.6,0.52,74.7,122.2,Summer,Rural,160.9,84.3,46.9,35.1,5.9,160.9,Unhealthy,Czech Republic,49.8,14.2
5055,2036-11-02,23.9,60.5,19.2,2.2,4915.0,40.9,14.5,1.49,82.0,113.3,Spring,Urban,164.7,79.9,38.6,20.7,16.9,164.7,Unhealthy,Austria,48.2085,16.3721
5056,2036-11-03,24.4,46.5,23.2,1.2,2764.911133603239,43.9,7.6,0.91,68.7,126.7,Spring,Urban,157.8,86.5,41.4,10.9,10.3,157.8,Unhealthy,Serbia,44.804,20.4651
5057,2036-11-04,33.5,66.9,14.8,1.3,833.0,40.9,16.7,1.81,81.3,127.9,Fall,Urban,164.3,87.1,38.6,23.9,20.6,164.3,Unhealthy,Finland,60.1695,24.9355
5058,2036-11-05,30.1,57.4,15.04141700404858,5.2,3012.0,33.4,14.6,1.23,76.9,92.9,Fall,Urban,162.0,69.8,31.5,20.9,14.0,162.0,Unhealthy,Germany,52.52,13.405
5059,2036-11-06,29.3,55.6,11.4,0.5,4595.0,31.8,17.7,1.55,56.0,103.7,Winter,Urban,151.3,75.1,30.0,25.3,17.6,151.3,Unhealthy,Finland,60.1695,24.9355
5060,2036-11-07,27.9,59.7,17.7,6.2,507.0,26.0,18.3,1.3,72.5,81.8,Spring,Rural,159.8,64.3,24.5,26.1,14.8,159.8,Unhealthy,Poland,52.0,20.5
5061,2036-11-08,28.5,60.4,7.3,4.3,2503.0,55.2,12.3,1.05,40.8,67.4,Summer,Rural,114.1,57.1,52.3,17.6,11.9,114.1,Unhealthy for Sensitive Groups,Bosnia and Herzegovina,44.0,17.9
5062,2036-11-09,35.2,68.9,18.9,2.8,4759.0,37.8,10.0,0.82,62.8,116.7,Spring,Urban,154.8,81.5,35.7,14.3,9.3,154.8,Unhealthy,Serbia,44.804,20.4651
5063,2036-11-10,28.3,65.9,17.9,3.1,2628.0,5.7,14.3,0.71,42.3,119.1,Spring,Urban,117.7,82.7,5.4,20.4,8.1,117.7,Unhealthy for Sensitive Groups,Bulgaria,42.6975,23.3242
5064,2036-11-11,23.3,58.4,17.9,0.2,1798.0,44.0,3.1,1.34,58.4,60.4,Summer,Rural,152.5,53.7,41.5,4.4,15.2,152.5,Unhealthy,Portugal,38.5,-8.0
5065,2036-11-12,33.7,67.6,15.7,1.5,3446.0,43.8,15.4,1.08,38.4,85.7,Winter,Urban,108.1,66.2,41.3,22.0,12.3,108.1,Unhealthy for Sensitive Groups,Sweden,59.3293,18.0686
5066,2036-11-13,29.0,64.0,22.7,4.9,2344.0,21.3,13.0,1.18,76.4,101.1,Summer,Urban,161.8,73.8,20.1,18.6,13.4,161.8,Unhealthy,Romania,44.4323,26.1063
5067,2036-11-14,30.2,55.7,19.4,0.8,4111.0,31.7,19.3,1.24,54.1,103.0,Spring,Urban,146.8,74.8,29.9,27.6,14.1,146.8,Unhealthy for Sensitive Groups,Spain,40.4165,-3.7026
5068,2036-11-15,38.0,58.8,12.0,4.1,3565.0,31.2,5.1,1.11,73.6,140.9,Summer,Rural,160.3,93.5,29.4,7.3,12.6,160.3,Unhealthy,Bosnia and Herzegovina,44.0,17.9
5069,2036-11-16,29.9,58.5,12.1,0.8,1602.0,32.6,15.0,0.86,58.9,87.5,Fall,Rural,152.8,67.1,30.8,21.4,9.8,152.8,Unhealthy,Belgium,51.0,4.0
5070,2036-11-17,31.4,65.1,10.6,0.4,1179.0,52.1,22.9,1.3,32.3,96.6,Fall,Urban,93.5,71.6,49.2,32.7,14.8,93.5,Moderate,Italy,41.8919,12.5113
5071,2036-11-18,24.1,56.3,17.8,5.8,3869.0,38.5,18.4,0.94,52.7,113.0,Fall,Rural,143.4,79.7,36.3,26.3,10.7,143.4,Unhealthy for Sensitive Groups,North Macedonia,41.8,21.2
5072,2036-11-19,28.9,56.1,10.0,2.0,4547.0,35.7,19.9,1.03,52.0,93.0,Fall,Rural,141.6,69.8,33.7,28.4,11.7,141.6,Unhealthy for Sensitive Groups,Denmark,55.5,12.0
5073,2036-11-20,33.0,79.7,20.4,0.9,3323.0,51.2,16.7,1.22,59.8,89.9,Summer,Urban,153.2,68.3,48.3,23.9,13.9,153.2,Unhealthy,Germany,52.52,13.405
5074,2036-11-21,22.2,69.4,21.6,4.7,509.0,45.0,6.7,0.98,82.6,88.3,Winter,Rural,165.0,67.5,42.5,9.6,11.1,165.0,Unhealthy,France,49.2,0.5
5075,2036-11-22,31.0,52.4,10.6,4.5,4753.0,22.6,15.8,0.45,85.1,104.7,Winter,Urban,166.3,75.6,21.3,22.6,5.1,166.3,Unhealthy,Romania,44.4323,26.1063
5076,2036-11-23,30.5,65.7,14.1,3.8,3331.0,33.8,17.0,1.31,56.5,96.5,Fall,Urban,151.5,71.5,31.9,24.3,14.9,151.5,Unhealthy,Spain,40.4165,-3.7026
5077,2036-11-24,30.2,61.2,15.1,0.9,4447.0,43.2,9.6,1.38,41.1,113.6,Spring,Rural,114.8,80.0,40.8,13.7,15.7,114.8,Unhealthy for Sensitive Groups,Romania,46.5,24.5
5078,2036-11-25,35.2,63.9,19.4,1.4,4716.0,30.7,14.4,0.45,48.8,107.1,Summer,Urban,133.7,76.8,29.0,20.6,5.1,133.7,Unhealthy for Sensitive Groups,Portugal,38.7167,-9.1399
5079,2036-11-26,31.7,61.4,23.0,2.6,2764.911133603239,60.3,0.5,0.69,67.2,41.7,Spring,Urban,157.0,38.6,57.7,0.7,7.8,157.0,Unhealthy,Portugal,38.7167,-9.1399
5080,2036-11-27,37.4,71.9,6.6,3.4,1173.0,41.1,13.3,1.61,58.4,65.0,Fall,Urban,152.5,55.9,38.8,19.0,18.3,152.5,Unhealthy,Netherlands,52.374,4.8897
5081,2036-11-28,25.0,63.5,13.4,1.0,2527.0,32.5,12.8,1.07,36.4,90.0,Summer,Rural,103.2,68.3,30.7,18.3,12.2,103.2,Unhealthy for Sensitive Groups,Netherlands,53.1,5.5
5082,2036-11-29,30.7,59.4,13.7,2.3,1956.0,28.8,22.0,1.0,52.4,119.6,Fall,Rural,142.6,83.0,27.2,31.4,11.4,142.6,Unhealthy for Sensitive Groups,Finland,61.0,24.0
5083,2036-11-30,30.4,70.4,8.0,2.5,543.0,49.3,12.0,0.87,79.7,87.0,Summer,Rural,163.5,66.8,46.5,17.1,9.9,163.5,Unhealthy,Bosnia and Herzegovina,44.0,17.9
5084,2036-12-01,24.7,62.3,15.04141700404858,4.6,4693.0,33.5,13.7,0.69,64.4,107.5,Fall,Rural,155.6,77.0,31.6,19.6,7.8,155.6,Unhealthy,Poland,52.0,20.5
5085,2036-12-02,34.8,61.2,17.1,3.5,4109.0,43.8,14.6,0.94,60.7,112.0,Winter,Urban,153.7,79.2,41.3,20.9,10.7,153.7,Unhealthy,Czech Republic,50.088,14.4208
5086,2036-12-03,41.6,63.1,13.6,1.0,2394.0,28.5,12.0,1.29,54.2,110.8,Summer,Rural,147.0,78.6,26.9,17.1,14.7,147.0,Unhealthy for Sensitive Groups,Poland,52.0,20.5
5087,2036-12-04,29.9,59.1,15.04141700404858,1.6,4281.0,40.7,18.6,1.0,53.1,89.1,Winter,Urban,144.3,67.9,38.4,26.6,11.4,144.3,Unhealthy for Sensitive Groups,Romania,44.4323,26.1063
5088,2036-12-05,32.5,60.1,29.4,0.1,2786.0,33.6,5.0,1.18,68.2,77.0,Fall,Urban,157.6,61.9,31.7,7.1,13.4,157.6,Unhealthy,Austria,48.2085,16.3721
5089,2036-12-06,30.4,54.1,16.3,3.1,3071.0,36.8,20.7,1.53,62.1,73.8,Summer,Urban,154.4,60.3,34.7,29.6,17.4,154.4,Unhealthy,Sweden,59.3293,18.0686
5090,2036-12-07,26.4,52.5,15.6,3.8,1915.0,32.0,14.9,0.83,71.6,159.4,Spring,Urban,159.3,103.2,30.2,21.3,9.4,159.3,Unhealthy,Denmark,55.6759,12.5655
5091,2036-12-08,20.9,50.0,15.04141700404858,2.2,508.0,50.3,21.5,1.09,68.2,109.1,Spring,Rural,157.6,77.8,47.5,30.7,12.4,157.6,Unhealthy,Germany,48.8,11.5
5092,2036-12-09,26.5,46.1,16.3,1.5,2362.0,35.1,1.3,1.3,60.3,136.8,Summer,Rural,153.5,91.5,33.1,1.9,14.8,153.5,Unhealthy,Bulgaria,42.5,23.0
5093,2036-12-10,23.0,51.2,14.2,2.1,1733.0,38.6,2.8,0.72,65.8,83.3,Winter,Urban,156.3,65.0,36.4,4.0,8.2,156.3,Unhealthy,France,48.8534,2.3488
5094,2036-12-11,38.5,58.3,5.6,2.4,3625.0,39.0,13.5,1.05,51.1,125.0,Fall,Rural,139.4,85.6,36.8,19.3,11.9,139.4,Unhealthy for Sensitive Groups,Bulgaria,42.5,23.0
5095,2036-12-12,29.4,61.0,9.6,0.7,2957.0,56.1,17.5,1.56,59.3,90.5,Winter,Rural,153.0,68.6,53.2,25.0,17.7,153.0,Unhealthy,Denmark,55.5,12.0
5096,2036-12-13,28.3,57.3,19.0,0.4,509.0,48.9,12.2,0.9,80.1,99.4,Winter,Urban,163.7,73.0,46.1,17.4,10.2,163.7,Unhealthy,Bulgaria,42.6975,23.3242
5097,2036-12-14,34.4,36.4,24.7,2.1,3504.0,47.9,17.9,1.32,60.2,94.3,Summer,Rural,153.4,70.5,45.2,25.6,15.0,153.4,Unhealthy,Hungary,47.2,18.8
5098,2036-12-15,24.4,75.7,16.8,4.5,767.0,24.2,19.9,0.96,56.7,82.4,Spring,Rural,151.6,64.6,22.8,28.4,10.9,151.6,Unhealthy,Denmark,55.5,12.0
5099,2036-12-16,26.2,70.9,20.5,3.0,4361.0,33.4,18.3,1.54,63.2,82.7,Fall,Urban,155.0,64.7,31.5,26.1,17.5,155.0,Unhealthy,North Macedonia,41.9965,21.4314
5100,2036-12-17,30.3,64.5,14.2,2.7,3214.0,51.9,15.5,0.51,42.5,99.2,Winter,Rural,118.2,72.9,49.0,22.1,5.8,118.2,Unhealthy for Sensitive Groups,Spain,37.5,-4.5
5101,2036-12-18,35.1,79.1,14.6,4.5,3141.0,28.3,15.5,1.02,63.3,88.3,Spring,Rural,155.0,67.5,26.7,22.1,11.6,155.0,Unhealthy,United Kingdom,54.0,-1.5
5102,2036-12-19,32.5,50.2,20.5,0.5,4306.0,40.8,11.9,0.56,85.4,102.5,Winter,Rural,166.4,74.5,38.5,17.0,6.4,166.4,Unhealthy,Italy,41.6,12.3
5103,2036-12-20,31.2,78.9,23.3,1.5,1891.0,29.3,14.7,0.79,47.9,83.2,Summer,Urban,131.5,65.0,27.6,21.0,9.0,131.5,Unhealthy for Sensitive Groups,United Kingdom,51.5074,-0.1278
5104,2036-12-21,30.4,50.3,21.5,2.8,1582.0,30.4,9.9,0.79,64.0,114.1,Summer,Urban,155.4,80.3,28.7,14.1,9.0,155.4,Unhealthy,Netherlands,52.374,4.8897
5105,2036-12-22,32.0,62.4,9.7,2.6,793.0,56.8,11.1,0.92,59.6,90.8,Winter,Rural,153.1,68.7,54.0,15.9,10.5,153.1,Unhealthy,Finland,61.0,24.0
5106,2036-12-23,31.0,47.3,14.7,1.5,2764.911133603239,47.2,17.6,0.64,59.3,132.7,Spring,Rural,153.0,89.5,44.5,25.1,7.3,153.0,Unhealthy,Finland,61.0,24.0
5107,2036-12-24,24.9,60.1,16.4,2.7,3335.0,49.8,12.7,0.98,59.0,99.0,Winter,Urban,152.8,72.8,47.0,18.1,11.1,152.8,Unhealthy,Poland,52.2298,21.0118
5108,2036-12-25,30.2,63.9,13.7,1.2,4705.0,47.8,11.3,1.14,70.7,98.0,Fall,Rural,158.8,72.3,45.1,16.1,13.0,158.8,Unhealthy,France,49.2,0.5
5109,2036-12-26,24.6,58.5,16.9,0.4,2654.0,38.6,17.2,0.54,43.5,132.1,Winter,Urban,120.7,89.2,36.4,24.6,6.1,120.7,Unhealthy for Sensitive Groups,Hungary,47.4984,19.0408
5110,2036-12-27,30.4,67.1,19.1,1.3,2844.0,33.1,16.9,0.81,70.3,90.1,Fall,Urban,158.6,68.4,31.2,24.1,9.2,158.6,Unhealthy,Poland,52.2298,21.0118
5111,2036-12-28,27.6,61.0,20.0,2.9,4423.0,36.0,13.9,1.76,61.0,91.9,Winter,Rural,153.8,69.3,34.0,19.9,20.0,153.8,Unhealthy,Hungary,47.2,18.8
5112,2036-12-29,42.7,54.8,23.4,0.8,2354.0,38.1,14.3,1.1,33.6,86.0,Fall,Rural,96.2,66.3,35.9,20.4,12.5,96.2,Moderate,Serbia,44.5,20.2
5113,2036-12-30,29.8,54.3,13.4,0.6,4368.0,57.8,17.1,0.45,65.7,104.1,Spring,Urban,156.3,75.3,55.0,24.4,5.1,156.3,Unhealthy,Austria,48.2085,16.3721
5114,2036-12-31,23.0,68.1,8.2,3.1,4290.0,26.6,19.8,0.58,61.7,85.3,Winter,Rural,154.2,66.0,25.1,28.3,6.6,154.2,Unhealthy,Hungary,47.2,18.8
5115,2037-01-01,29.3,53.5,16.8,1.7,3532.0,34.5,16.0,1.07,46.9,115.5,Winter,Rural,129.1,80.9,32.5,22.9,12.2,129.1,Unhealthy for Sensitive Groups,Hungary,47.2,18.8
5116,2037-01-02,32.6,69.2,24.4,3.3,1344.0,30.9,9.0,1.03,62.4,99.1,Fall,Urban,154.6,72.8,29.2,12.9,11.7,154.6,Unhealthy,Serbia,44.804,20.4651
5117,2037-01-03,38.4,72.2,12.6,3.1,2207.0,50.6,13.9,0.82,40.3,116.8,Summer,Urban,112.8,81.6,47.7,19.9,9.3,112.8,Unhealthy for Sensitive Groups,Romania,44.4323,26.1063
